,mfcc,mfcc.1,mfcc.2,mfcc.3,mfcc.4,mfcc.5,mfcc.6,mfcc.7,mfcc.8,mfcc.9,mfcc.10,mfcc.11,mfcc.12,mfcc.13,mfcc.14,mfcc.15,mfcc.16,mfcc.17,mfcc.18,mfcc.19,mfcc.20,mfcc.21,mfcc.22,mfcc.23,mfcc.24,mfcc.25,mfcc.26,mfcc.27,mfcc.28,mfcc.29,mfcc.30,mfcc.31,mfcc.32,mfcc.33,mfcc.34,mfcc.35,mfcc.36,mfcc.37,mfcc.38,mfcc.39,mfcc.40,mfcc.41,mfcc.42,mfcc.43,mfcc.44,mfcc.45,mfcc.46,mfcc.47,mfcc.48,mfcc.49,mfcc.50,mfcc.51,mfcc.52,mfcc.53,mfcc.54,mfcc.55,mfcc.56,mfcc.57,mfcc.58,mfcc.59,mfcc.60,mfcc.61,mfcc.62,mfcc.63,mfcc.64,mfcc.65,mfcc.66,mfcc.67,mfcc.68,mfcc.69,mfcc.70,mfcc.71,mfcc.72,mfcc.73,mfcc.74,mfcc.75,mfcc.76,mfcc.77,mfcc.78,mfcc.79,mfcc.80,mfcc.81,mfcc.82,mfcc.83,mfcc.84,mfcc.85,mfcc.86,mfcc.87,mfcc.88,mfcc.89,mfcc.90,mfcc.91,mfcc.92,mfcc.93,mfcc.94,mfcc.95,mfcc.96,mfcc.97,mfcc.98,mfcc.99,mfcc.100,mfcc.101,mfcc.102,mfcc.103,mfcc.104,mfcc.105,mfcc.106,mfcc.107,mfcc.108,mfcc.109,mfcc.110,mfcc.111,mfcc.112,mfcc.113,mfcc.114,mfcc.115,mfcc.116,mfcc.117,mfcc.118,mfcc.119,mfcc.120,mfcc.121,mfcc.122,mfcc.123,mfcc.124,mfcc.125,mfcc.126,mfcc.127,mfcc.128,mfcc.129,mfcc.130,mfcc.131,mfcc.132,mfcc.133,mfcc.134,mfcc.135,mfcc.136,mfcc.137,mfcc.138,mfcc.139,track_genre_top
46720,10.312484741,8.015912056,2.3207266331,0.97092318535,2.9141731262,2.2523372173,2.6957149506,2.122641325,2.0308589935,1.9396055937,1.2426679134,2.2554559708,1.6781927347,1.5426323414,0.81355553865,3.0942559242,1.9648939371,1.0602842569,1.9604663849,2.8862521648,-460.8059082,232.13941956,95.419540405,45.848049164,38.192180634,33.883720398,29.254190445,28.29473877,33.110084534,31.836330414,29.486379623,37.595016479,34.901264191,37.514160156,29.03191185,40.982219696,40.173427582,39.17224884,43.908695221,46.780975342,-689.86785889,30.713155746,21.952589035,14.153112411,9.7090835571,7.0852832794,5.2797150612,4.036895752,3.5503518581,3.3728227615,3.4945068359,3.5067818165,3.3609743118,2.9542753696,2.7952017784,2.9330656528,3.3620755672,3.5911493301,3.5323684216,3.0684652328,-698.74829102,21.012519836,18.0109272,13.235836029,9.7880716324,7.5240430832,5.98001194,4.6423473358,4.0432243347,4.0033564568,3.5586483479,3.075324297,2.965126276,2.8576581478,2.9409697056,3.3805909157,3.3898906708,3.3534498215,3.2711560726,2.8562502861,-714.48846436,-7.3718808835e-14,9.8587804587e-14,-45.172386169,-48.188762665,-30.419948578,-34.991531372,-31.358600616,-33.572154999,-27.155189514,-22.753351212,-18.749233246,-23.9757061,-23.632465363,-19.742845535,-28.232814789,-26.383390427,-29.961151123,-27.42549324,-32.632587433,3.1172428131,2.7713520527,1.522113204,0.23378171027,-0.50506496429,-0.28077507019,-0.66726332903,-0.65934753418,-0.40481081605,-0.60632646084,-0.072492793202,0.79872506857,0.59531641006,0.26656672359,0.1568300277,0.11518927664,0.20608463883,0.39301609993,0.67343020439,0.67147141695,31.931943893,34.971515656,16.368860245,8.1614112854,6.6623773575,5.3767595291,5.2757639885,5.7135577202,6.0502443314,6.1074948311,5.9625091553,6.1517777443,6.4423618317,6.0940599442,5.7171273232,6.1305999756,6.9086494446,7.7364454269,8.4095516205,8.4218797684,Experimental
46726,5.579419136,-0.27296736836,-0.30880635977,1.3736720085,-0.021677063778,-0.36342939734,-0.096522726119,-0.060389179736,-0.015721041709,-0.18373909593,-0.076022714376,-0.082839153707,-0.14723110199,0.19778051972,-0.038941442966,0.078618220985,-0.0028208130971,-0.1375335753,-0.28774923086,-0.041100371629,1.2007746696,199.02293396,49.453125,118.09606934,50.446819305,74.901107788,48.442672729,51.522712708,56.191047668,54.820899963,41.292560577,46.867038727,49.396324158,51.751365662,44.608444214,40.789825439,32.649814606,44.579277039,33.738018036,34.070583344,-180.15220642,103.2420578,-13.218913078,27.87959671,-3.8327159882,29.181354523,3.1193618774,13.254921913,7.2190160751,17.188358307,5.8530950546,8.5212554932,11.602902412,5.9790239334,8.1731414795,5.0910243988,-0.30531895161,10.420231819,-4.3938670158,3.0664200783,-167.44311523,107.04764557,-12.44507885,26.842565536,-2.990521431,30.578927994,3.513890028,14.056164742,7.0169119835,17.748477936,6.185423851,7.8587713242,11.506435394,5.5785226822,7.66547966,4.7643494606,-5.3290705182000004e-14,10.524073601,-4.2214903831,3.0871078968,-522.1449585,-19.026966095,-85.816108704,-34.342258453,-70.862945557,-28.042285919,-48.823181152,-40.693195343,-38.953540802,-28.186416626,-41.991271973,-28.678833008,-28.148887634,-41.802528381,-31.297380447,-29.679935455,-34.520580292,-25.531761169,-36.171150208,-30.204195023,-1.854637146,-0.4111122191,-0.063343681395,0.67101037502,-0.12726736069,-0.29622924328,-0.19953194261,-0.23481193185,0.0068396157585,-0.16384378076,-0.13077403605,0.19120118022,-0.0046027698554,0.14526054263,0.14193217456,0.14015176892,-0.074730105698,-0.028817649931,0.091628581285,-0.047955036163,82.61378479,39.924144745,19.486982346,18.485084534,16.50144577,15.189779282,12.677787781,12.553415298,13.323895454,11.085196495,11.121148109,11.032788277,11.283561707,10.499008179,9.8364439011,9.3236198425,9.1794834137,9.6980209351,10.714900017,8.8106002808,Hip-Hop
46732,5.2746963501,7.4536538124,0.44032052159,1.3538739681,0.10226804018,2.4538004398,0.068996183574,1.1044483185,0.09492263943,0.58341902494,-0.01104015857,0.47603824735,0.1665199995,0.14937654138,-0.056250073016,-0.39452719688,0.26785185933,-0.090038001537,-0.047560390085,0.62604141235,-32.527072906,248.52354431,83.602867126,78.568733215,53.510547638,55.288074493,34.089561462,69.35307312,44.042556763,53.593444824,41.911540985,28.082677841,30.635702133,19.153957367,24.022533417,35.778717041,27.114553452,27.517311096,22.049217224,30.761959076,-196.68331909,178.5521698,18.058734894,18.330448151,5.4199919701,18.633085251,-3.113779068,25.903297424,3.5011160374,12.42812252,8.9907236099,-0.45407107472,0.025309082121,-3.2725951672,-7.0304312706,6.3182401657,-5.7870430946,3.490080595,-1.5604101419,-0.92328155041,-187.18009949,181.15037537,19.19323349,17.730798721,5.3971300125,19.041032791,-3.0538036823,26.308830261,2.6010577679,11.67026329,8.3158483505,-0.43073365092,-0.05621574074,-2.9056985378,-6.4000759125,5.748852253,-5.142188549,3.4734313488,-1.24439013,-1.1590846777,-534.14672852,5.0626169923e-14,-61.32383728,-17.47158432,-36.479156494,-36.754997253,-52.585124969,-36.170448303,-29.385183334,-18.56520462,-21.147764206,-28.60972023,-24.959478378,-29.267911911,-36.527675629,-16.929214478,-36.63740921,-23.197561264,-28.766828537,-28.6914711,-1.7806239128,-2.1484050751,-0.11226470768,0.67472612858,-0.024946987629,-0.85513573885,-0.20767858624,-0.51991081238,0.25805771351,0.44677853584,0.26893386245,0.0059642409906,0.061255324632,-0.2234955281,-0.25162011385,0.28526818752,-0.25626340508,0.033882435411,-0.14149734378,0.25694298744,79.496810913,35.55059433,18.241674423,11.32523632,12.333602905,11.902084351,12.416487694,15.319530487,10.534932137,9.1406173706,8.7043266296,7.032523632,6.2689108849,6.1873483658,7.7258849144,8.618645668,8.0221471786,6.8506736755,7.3840050697,7.0920734406,Pop
46733,1.0736963749,3.1123719215,-0.27696731687,0.99233365059,1.3267705441,1.5622218847,-0.40319821239,0.34972625971,-0.060036633164,0.53313976526,0.37319970131,0.10472240299,0.2786962986,-0.36220467091,0.022224294022,-0.15943925083,0.79728466272,-0.17105157673,0.12691144645,0.91983878613,-48.791282654,273.05596924,88.764045715,145.70278931,58.031761169,80.1693573,47.410793304,69.645378113,31.448797226,39.704441071,46.494552612,27.265888214,27.832798004,27.117441177,20.810659409,32.77740097,33.873001099,24.761367798,22.456672668,31.889339447,-255.61816406,182.95770264,1.1585752964,16.149988174,6.2779893875,10.326648712,-3.49553442,10.905989647,-3.9405560493,-1.5739189386,5.532392025,-3.5285961628,0.054321717471,-3.2104783058,-5.8420305252,2.6603775024,-1.0633729696,-6.9472475052,-4.5427222252,-3.7843956947,-240.63699341,193.21566772,-4.16989851,14.591351509,5.9559364319,10.242232323,-3.8328545094,9.5788822174,-3.6665699482,-1.4331759214,5.1403884888,-2.9712843895,0.4788621366,-2.7088000774,-5.0512180328,2.3445224762,-0.79842597246,-6.3329119682,-4.3717660904,-3.3826608658,-551.28240967,-9.7182340622,-103.35692596,-48.96030426,-76.518600464,-35.27665329,-52.495868683,-38.747451782,-43.125209808,-40.668983459,-35.390731812,-34.92049408,-36.781478882,-35.643508911,-45.257701874,-31.439092636,-35.05078125,-38.610691071,-32.007797241,-44.585948944,-0.98627781868,-1.593562007,0.61732769012,0.59756594896,-0.5677601099,0.4744040668,0.067086152732,0.40404117107,-0.12991154194,0.069336548448,0.14092169702,-0.21976816654,-0.32687786222,-0.20257905126,-0.38776442409,0.14422935247,-0.13209201396,-0.24317243695,-0.068975403905,-0.15304358304,91.620498657,48.745315552,31.012361526,25.933395386,18.398353577,13.6293993,15.519165993,15.886486053,10.867771149,9.252415657,10.608712196,8.8592615128,9.0782003403,9.5943565369,9.0528249741,8.7982378006,7.9656720161,8.8753166199,7.6728181839,8.4771661758,Pop
46736,2.1509735584,1.6696636677,1.2469875813,0.49529916048,0.49792340398,0.27635228634,-0.36466947198,0.15186591446,0.022994462401,-0.038446951658,0.25140151381,0.13193106651,0.2928378284,-0.014448681846,0.17628706992,0.33148753643,0.048431508243,0.16490505636,0.55837589502,0.66149795055,-10.069886208,244.7644043,86.528312683,117.86992645,74.453536987,75.52293396,37.463802338,48.864116669,31.484455109,34.966930389,36.491676331,39.596141815,26.124803543,29.322410583,22.792259216,33.467933655,27.600898743,25.322477341,21.554702759,27.298311234,-170.32978821,132.08612061,-10.462110519,47.588489532,0.48391401768,26.880748749,-8.9388647079,11.553723335,-5.4877939224,5.843020916,-2.1194233894,3.1527876854,-3.8097999096,-1.2704292536,-4.6375999451,-1.4886540174,-2.1679074764,-1.4665583372,-4.147321701,-3.3170585632,-135.89680481,132.20472717,-14.325662613,51.197929382,-2.5109455585,28.236673355,-10.132043839,12.197249413,-6.0042238235,5.6744427681,-2.3781251907,2.8983507156,-4.0763626099,-1.4167827368,-4.9215068817,-1.763769865,-2.021488905,-1.4920173883,-3.7953102589,-3.6900615692,-543.08654785,-5.6843418861e-14,-69.073005676,-44.439434052,-54.764492035,-35.365341187,-45.590694427,-26.874685287,-43.576843262,-26.539531708,-37.667823792,-28.709207535,-35.25447464,-32.062870026,-38.229644775,-31.463085175,-32.15656662,-26.378959656,-36.279186249,-28.661109924,-1.5747683048,-0.62262457609,0.99222153425,-0.79652625322,0.77882808447,-0.46165272593,0.35381808877,-0.19878070056,0.23820844293,0.020400917158,0.19438022375,0.097227968276,0.1648465544,0.10236227512,0.072808332741,0.2236776948,-0.14437752962,0.11276569217,-0.37405234575,0.34335553646,116.96656036,40.482791901,23.799217224,19.743543625,18.739454269,14.280216217,14.00268364,9.9914541245,10.064579964,8.0929584503,9.3624038696,8.5414485931,7.9634404182,7.3182592392,7.5548458099,7.157430172,7.4616942406,6.309492588,6.6957426071,6.3081154823,Pop
46839,4.4498214722,1.4596711397,0.12634782493,0.53168904781,-0.011173885316,0.24918556213,0.61517119408,0.6387938261,0.57643646002,1.0201532841,0.93760067225,0.7037396431,0.59517365694,1.1034704447,0.4978158474,1.4085386992,1.0011875629,0.84841096401,0.27332216501,0.87659794092,24.40454483,242.18832397,86.092575073,148.37203979,96.97959137,90.082839966,55.477149963,61.454647064,68.367630005,51.495464325,42.720993042,45.748756409,50.297935486,51.574558258,44.478477478,42.905342102,44.245937347,42.484062195,39.075485229,42.463329315,-149.10874939,139.33253479,-34.361022949,49.35716629,3.4993617535,26.0104599,-4.9374337196,9.428981781,2.9168393612,4.2593522072,-1.0655856133,4.1161746979,3.0331790447,3.9609212875,5.2406382561,1.2215824127,0.89762294292,-0.037478253245,1.0754168034,-0.45077207685,-140.12185669,142.38832092,-39.500637054,50.008136749,2.0345964432,28.010404587,-5.1970419884,11.043649673,2.0612778664,5.2477116585,-0.36649355292,4.4009590149,2.9307687283,4.6714863777,5.086643219,0.93295645714,0.468434304,-5.3290705182000004e-14,0.73753911257,-0.10779575258,-518.97045898,-5.4642267227,-118.11473083,-45.953670502,-76.563682556,-57.721252441,-69.832817078,-63.325405121,-42.877738953,-66.083374023,-59.413700104,-44.613365173,-47.082057953,-51.70217514,-27.983148575,-53.216873169,-37.094718933,-38.167812347,-37.738384247,-34.562404633,-1.4534459114,-0.88277900219,0.52662265301,-0.026926437393,0.27040740848,-0.36697018147,0.11974119395,-0.49907115102,0.30109170079,-0.46964225173,-0.38820323348,-0.1320066601,0.0034165743273,-0.37541955709,0.095647983253,-0.12861661613,0.32346251607,0.083041869104,0.038118701428,-0.069639272988,86.850280762,40.138847351,28.521911621,26.05821228,24.658905029,19.411417007,14.831384659,16.13866806,13.341757774,12.475476265,11.437849045,10.293180466,10.352194786,10.410484314,9.138012886,9.0487709045,9.2708473206,8.8663101196,8.704706192,8.3469638824,Pop
46840,2.5979099274,3.111492157,1.3642368317,1.6712015867,0.34468612075,0.49402597547,0.70519405603,1.0154067278,1.0892504454,1.0434892178,0.79530739784,1.2489709854,0.80853623152,0.54411762953,0.54758173227,1.7201046944,0.62446773052,0.46244588494,1.050927043,1.3378967047,17.243772507,242.52482605,102.56518555,115.46756744,51.280719757,77.269721985,46.07208252,51.907798767,42.422023773,63.862415314,43.743534088,49.727210999,52.479755402,36.697147369,36.885520935,40.368911743,44.292499542,30.870994568,32.680770874,25.288541794,-183.23625183,132.0282135,7.5784549713,31.508792877,-12.639425278,21.41859436,-20.22454071,8.6189451218,-5.6964902878,6.0702929497,-3.0998990536,4.1825995445,-0.80661004782,-0.69091272354,0.80543226004,0.1151176244,2.5961039066,0.76020765305,-3.3118979931,-5.011844635,-159.38468933,142.8298645,7.5215735435,34.86063385,-11.156429291,24.603925705,-20.481754303,11.281497955,-4.9481730461,6.7849569321,-2.7485330105,5.6138091087,-0.87271624804,0.33846274018,1.2411926985,0.93744504452,2.922358036,1.3482568264,-1.8292043209,-3.5130724907,-517.52166748,-107.39746094,-114.56082153,-81.082565308,-97.594329834,-65.756652832,-86.199996948,-70.691940308,-79.785346985,-50.509494781,-53.960010529,-63.357471466,-44.084510803,-57.547531128,-39.844947815,-57.991836548,-47.149463654,-38.109600067,-60.992645264,-70.279022217,-1.4240769148,-1.5242142677,-0.32095783949,-0.80576562881,-0.33756273985,-0.74670577049,-0.020676916465,-0.84004145861,-0.43997678161,-0.57089728117,-0.19613268971,-0.70610719919,0.13058127463,-0.60913318396,-0.39429149032,-0.8069768548,-0.39099004865,-0.44490367174,-0.65833222866,-0.79414838552,98.236618042,45.984256744,27.492143631,23.457443237,19.753606796,20.099155426,14.905207634,16.996768951,13.618826866,12.827742577,11.519739151,14.885041237,11.75652504,11.395454407,9.9571809769,12.063896179,10.859447479,9.7274484634,10.959938049,10.791369438,Pop
46841,3.0048837662,0.45595440269,1.8641309738,2.3659079075,1.0102710724,1.1759501696,0.58579456806,0.67888599634,0.11742179096,1.0567400455,0.90574359894,-0.0084201470017,0.38848203421,0.37458741665,0.52917689085,0.068693384528,-0.20177963376,0.34233692288,0.22039534152,0.36830496788,36.157009125,264.23614502,110.29389954,133.97076416,106.03860474,78.439201355,50.199256897,69.304801941,49.188819885,43.66337204,47.141471863,56.441589355,38.591972351,51.992694855,44.968425751,35.693763733,29.304782867,44.281196594,43.575176239,32.168304443,-142.80432129,129.37338257,-21.8411026,35.761096954,-0.92065870762,21.4526577,-9.4928150177,14.149489403,-0.29708594084,6.8259563446,-3.566095829,15.232292175,-0.72173964977,5.9992747307,1.1950508356,3.5536100864,-0.22588716447,5.6003584862,2.8293967247,0.9109711051,-123.69104004,129.37307739,-29.347370148,35.902763367,-3.1501500607,20.818618774,-9.3365831375,14.640955925,-2.1142439842,7.5677242279,-3.7058019638,15.177768707,-0.47939994931,6.0878462791,0.4743809998,3.6876926422,-0.18869957328,5.570502758,2.4139575958,1.0535347462,-536.80041504,-56.240783691,-103.7178421,-48.593326569,-67.119216919,-52.238697052,-74.341339111,-44.794887543,-53.87544632,-43.459033966,-51.592670441,-22.540967941,-42.994274139,-28.642520905,-31.840028763,-27.491838455,-28.227115631,-30.117261887,-25.520196915,-31.734004974,-1.4538143873,-0.36386331916,1.232724905,0.32777020335,0.58381313086,-0.05398138985,-0.087889663875,-0.08123332262,0.45089706779,-0.550750494,0.11649902165,0.10265044868,-0.033592995256,0.18519283831,0.42429727316,-0.042724117637,0.049050521106,0.053480882198,0.23746871948,-0.23298941553,106.23432922,47.227222443,30.133487701,19.266153336,20.828414917,14.815317154,15.417258263,11.339571953,13.007066727,11.374583244,11.330629349,11.741347313,10.67395401,10.711922646,9.7988052368,8.6864385605,8.5347738266,8.8809690475,8.2461118698,7.7378220558,Pop
46842,2.4194238186,2.0839006901,0.19594566524,-0.25657904148,-0.57776623964,-1.0264854431,0.012952042744,-0.21667222679,0.25281387568,-0.0090056126937,-0.1715002656,0.32763797045,0.26560223103,0.70635873079,0.30449315906,0.25344055891,0.92151832581,0.21429038048,0.23975896835,0.33695918322,24.589775085,255.72753906,78.045593262,101.38614655,69.630599976,78.123283386,40.486663818,51.654884338,46.520557404,42.342350006,43.07094574,42.108203888,41.446048737,45.412403107,45.353729248,38.984008789,43.013847351,40.41210556,29.273036957,26.636724472,-188.20977783,160.03848267,-11.913921356,27.204530716,11.946820259,17.251802444,-14.148363113,3.8930599689,-0.024005524814,3.7320418358,1.7961862087,5.2178144455,2.8819377422,5.1269631386,8.4730854034,0.58854222298,2.6686439514,5.0800728798,-1.1632022858,-3.3162200451,-172.73731995,170.97598267,-11.325194359,28.741334915,11.078205109,19.128505707,-15.255660057,4.3104839325,3.5527136788e-14,3.663589716,1.342867136,6.0470466614,2.3442313671,4.7035255432,7.8962888718,1.083577672e-13,1.9012441635,5.021130085,-0.68929308653,-3.3016576767,-521.73864746,-2.3980817332e-14,-97.359436035,-47.404094696,-51.840766907,-34.938465118,-61.05619812,-40.568328857,-41.214473724,-42.786952972,-34.167675018,-46.352966309,-33.805244446,-33.810585022,-32.122444153,-33.368114471,-29.646232605,-31.16295433,-32.502220154,-35.625808716,-1.234478116,-1.273438096,-0.070590272546,-0.04230421409,0.053889829665,-0.080333158374,0.18151405454,-0.14307717979,-0.123836115,-0.11445821077,0.02890486829,-0.38567122817,0.20818008482,0.24907942116,0.28646978736,0.41064497828,0.4408570528,-0.030513186008,-0.12888672948,-0.012201329693,97.714080811,46.132633209,23.256481171,21.468093872,18.641765594,21.757036209,14.280375481,13.022893906,11.528756142,11.988621712,10.958070755,11.587796211,9.9915151596,8.9453773499,9.3493900299,9.5751743317,9.3348007202,9.741106987,8.1777830124,8.466509819,Pop
46844,1.1664992571,1.8293890953,0.96984529495,0.76580369473,0.093271069229,-0.10687101632,-0.6435098052,0.1122662276,-0.30224362016,-0.083444297314,-0.040718887001,0.17273129523,-0.06530777365,-0.065692514181,-0.013958112337,0.050617557019,0.17121420801,0.080813810229,0.40400233865,0.76170277596,18.808256149,235.12948608,105.05432129,123.36334991,71.170379639,85.909004211,59.023303986,56.426849365,54.507209778,35.401447296,41.480430603,38.947845459,38.163127899,34.279857635,40.058261871,44.209255219,45.039150238,40.18976593,35.802558899,37.914463043,-181.23629761,144.11886597,-11.570601463,34.4114151,5.2081546783,32.315830231,-1.9055272341,9.8526315689,5.2261948586,-6.7839636803,1.1931016445,3.4740707874,3.5677285194,3.9112699032,4.1286206245,4.845594883,3.2830455303,3.5778365135,2.5897157192,-1.4097703695,-163.67510986,151.6734314,-14.081554413,37.922504425,4.6509451866,32.331203461,-1.9385670424,10.162932396,4.8976011276,-5.9769330025,0.78311830759,3.9004900455,3.8314886093,4.022277832,3.6059677601,4.878880024,3.0748193264,3.7145447731,2.2358891964,-1.2057461739,-495.0440979,-1.9513866901,-115.06110382,-61.18391037,-61.110843658,-27.418262482,-56.594455719,-34.544384003,-41.827060699,-60.856361389,-33.747974396,-33.588371277,-29.947887421,-28.949497223,-28.189273834,-23.030347824,-34.210636139,-29.546682358,-35.869449615,-34.892665863,-0.99410659075,-1.0970947742,0.59810316563,-0.64593112469,0.17682030797,-0.12649580836,0.027660524473,-0.19207902253,0.014793431386,-0.26353478432,0.097741261125,-0.16661711037,-0.048777744174,-0.080584935844,0.22983139753,0.078225873411,0.094976656139,-0.03113581799,0.037492185831,0.0079920496792,95.139801025,38.658447266,27.078426361,25.100273132,18.481815338,15.868736267,19.881252289,12.127872467,14.547673225,13.177016258,10.631464958,9.9330635071,9.6266994476,9.1269273758,8.8501195908,8.5774478912,9.1341571808,8.8600540161,8.7228803635,8.2155799866,Pop
46846,1.1235595942,1.5803416967,-0.22548474371,0.62943673134,-0.10100451857,0.38277038932,0.45979002118,0.72273331881,0.63373345137,1.459662199,0.59768265486,1.1056470871,0.72066903114,0.87528604269,0.41657674313,0.77444767952,0.0239307601,0.8974429369,0.78568553925,1.0719450712,49.908233643,285.92553711,119.09514618,175.73799133,84.020202637,96.545707703,65.6509552,61.350818634,57.042881012,46.580184937,43.441703796,48.942733765,42.209434509,36.151195526,33.759315491,33.401672363,30.780221939,38.26341629,31.473707199,33.460025787,-145.61785889,99.098983765,-13.351100922,44.629238129,-0.60248762369,27.748428345,-3.7215895653,12.876078606,2.4865269661,6.7730383873,-1.0372643471,8.6711492538,-2.4356021881,1.7552322149,-2.2647206783,1.7256479263,-4.4604678154,5.1185503006,-1.1275316477,1.1493397951,-115.35664368,103.66751862,-15.657212257,44.682353973,-1.9873335361,28.506040573,-4.0188570023,13.638130188,2.604077816,8.4481697083,-0.63726973534,8.6166124344,-2.4743807316,2.643324852,-2.5891304016,1.9046947956,-4.4083900452,4.8436369896,-0.90025538206,1.2321352959,-495.50723267,-130.6355896,-141.92457581,-68.076309204,-92.132026672,-51.799648285,-100.30834961,-57.580234528,-50.760398865,-59.852954865,-55.196769714,-41.150421143,-48.399986267,-43.936649323,-37.406162262,-34.155521393,-33.799808502,-41.249416351,-37.570533752,-39.081878662,-1.2141304016,-0.61920177937,0.13338214159,-0.049740195274,0.11907415837,-0.20083527267,-0.083192758262,-0.37531629205,0.052172284573,-0.84379541874,-0.1563501358,-0.14510138333,0.054950527847,-0.56345164776,0.18359394372,-0.19257949293,0.034938596189,0.025063663721,-0.001188780996,-0.31558454037,122.59654236,56.13791275,38.815910339,29.174057007,23.541193008,19.763807297,18.695386887,14.526959419,13.008355141,12.954436302,11.841813087,9.7531328201,9.9930496216,9.1850757599,8.9743833542,8.2163963318,8.3991498947,8.3188247681,7.7889695168,7.3571586609,Pop
46854,1.559817791,2.5821621418,2.5991373062,1.0329706669,0.71127355099,0.7015504241,1.2314349413,0.5052498579,1.2669882774,2.4895076752,1.525464654,1.533539176,0.97856926918,0.90624141693,2.7928948402,4.4760837555,7.0219125748,3.5384628773,4.066037178,4.2894802094,49.007770538,246.6625061,104.35438538,104.37077332,77.821754456,67.728057861,42.406936646,48.208591461,55.718906403,45.192440033,36.223659515,56.530246735,34.85899353,43.905239105,58.899040222,66.278076172,65.830940247,69.033981323,55.406040192,59.15568161,-124.72803497,128.24005127,-28.946804047,29.536201477,9.1584482193,7.6328744888,-2.5085713863,7.2758231163,7.3947701454,-0.27387365699,2.3834073544,7.4552583694,-2.0842151642,2.3141155243,-0.31553941965,2.4219965935,-1.8617238998,5.7712535858,-3.6403295994,3.0005455017,-75.541999817,128.72836304,-27.872812271,33.549232483,8.828546524,8.164305687,-1.5831023455,10.540038109,8.7928361893,1.2684828043,3.4803414345,7.9285736084,0.67902463675,3.491891861,1.3322676296e-14,2.7702329159,-2.8083543777,5.391977787,-4.3387999535,3.3843996525,-483.28421021,-4.7073456244e-14,-152.48713684,-74.609710693,-73.756721497,-65.124443054,-66.088386536,-50.151695251,-49.269485474,-64.135986328,-47.342098236,-38.500617981,-64.002174377,-49.863258362,-43.005310059,-42.62607193,-38.141536713,-31.215120316,-45.684440613,-42.091117859,-1.4559642076,-0.92650073767,-0.23063111305,-0.82404172421,-0.20311120152,-0.3185505271,-0.41016066074,-0.88937407732,-0.75419217348,-1.1169855595,-0.81012868881,-0.40919691324,-1.0006028414,-0.61211931705,0.088036298752,0.44582277536,1.6785308123,0.81927472353,1.0735524893,0.16736406088,109.80451965,36.77690506,23.640537262,27.56444931,20.869823456,16.445543289,14.384535789,14.418257713,10.726467133,13.1873312,10.624426842,10.522855759,12.604818344,12.157757759,9.1597833633,10.183697701,10.860551834,10.681936264,9.5520915985,9.5189628601,Pop
46855,25.055130005,0.48197439313,0.67360681295,-0.19571699202,-0.43815344572,0.64951866865,0.10539622605,0.39778852463,0.22142192721,0.28632283211,0.33878174424,0.35464572906,0.48755341768,0.19713459909,0.05381757021,0.21007890999,0.39271774888,0.23212072253,-0.11802243441,0.38338819146,18.217191696,240.46492004,90.023025513,134.11738586,69.795440674,76.111061096,40.671512604,43.470020294,39.631816864,30.812534332,33.355701447,39.478282928,33.08039093,33.261940002,28.690547943,26.479703903,28.904769897,30.599716187,26.459505081,24.115299225,-65.581680298,144.43753052,-47.844604492,56.512481689,-0.47008815408,24.169698715,-5.9662017822,8.3166255951,0.50719457865,-0.2489746213,-3.0889954567,6.2821221352,-2.0934453011,2.9319651127,-1.8288618326,1.7183731794,-2.0862157345,4.5262341499,-0.9680891037,-1.8700666428,-57.53976059,142.44474792,-51.648612976,59.280239105,-1.0110595226,24.369277954,-7.2594127655,10.31987381,-0.62875932455,0.31997403502,-3.4201653004,6.3133249283,-2.3481955528,3.047472477,-1.8020284176,1.6186056137,-2.1783704758,4.4880452156,-0.90675711632,-1.9916676283,-526.30169678,7.105427357599999e-15,-117.66578674,-14.995697021,-82.601524353,-35.643024445,-52.468948364,-49.848529816,-33.430973053,-55.630802155,-34.481697083,-39.423053741,-32.509689331,-24.230005264,-27.161546707,-27.791065216,-30.852210999,-21.979536057,-24.786462784,-36.997806549,-3.7337813377,-0.076737530529,0.63887155056,-0.24013498425,-0.088622495532,0.042225420475,0.51063781977,-0.69571745396,0.50270265341,-0.38760963082,0.20261847973,-0.12976461649,0.2728074491,-0.086090087891,0.07841231674,0.040226791054,0.18159085512,-0.014109508134,-0.012811197899,-0.02493497543,53.283740997,34.441745758,23.903385162,20.097280502,21.445543289,12.501950264,10.932224274,12.023192406,9.0994596481,9.4610891342,7.9364910126,7.8569860458,7.0392694473,6.3722009659,6.6059350967,6.1187915802,6.7054605484,6.2823877335,6.6740818024,6.9167838097,Pop
